dataset,g,k,m,C,iters,acc sample 1,acc sample 2,acc sample 3,acc sample 4,acc sample 5,mean acc,lower acc,upper acc,auc sample 1,auc sample 2,auc sample 3,auc sample 4,auc sample 5,mean auc,lower auc,upper auc,stdev sample 1,stdev sample 2,stdev sample 3,stdev sample 4,stdev sample 5,mean stdev,lower stdev,upper stdev
DrugBank,10,8,2,10.0,1,0.580906148867314,0.5768608414239482,0.5728155339805825,0.5833333333333334,0.56957928802589,0.5766990291262136,0.5696885112852171,0.5837095469672101,0.6217159696693583,0.6209049444392079,0.6198955813198437,0.6261252238665284,0.6311740032048261,0.6239631444999528,0.6181518610724744,0.6297744279274312,3162.2775020544923,3162.2775020544923,3162.2775020544923,3162.2775020544923,3162.2775020544923,3162.2775020544923,3162.2775020544923,3162.2775020544923
DrugBank,10,8,2,10.0,2,0.5703883495145631,0.573220064724919,0.5691747572815534,0.5764563106796117,0.5578478964401294,0.5694174757281554,0.5606626096452655,0.5781723418110453,0.6173224254040071,0.6212610362271028,0.6184162294068978,0.6336064243147851,0.6123587415297285,0.6205929713765043,0.6107173804380784,0.6304685623149301,5.20677881145497,1.707959025682988,5.740122798521646,9.657374623634682,0.5896701279615767,4.580381077451172,0.11687010699894618,9.043892047903398
DrugBank,10,8,2,10.0,4,0.5796925566343042,0.573220064724919,0.5740291262135923,0.5805016181229773,0.5853559870550162,0.5785598705501618,0.5723428113153352,0.5847769297849884,0.6267136917292445,0.6181334506341576,0.6184692504267866,0.6239840910757114,0.6282735570427623,0.6231148081817325,0.6173335508955625,0.6288960654679024,2.457037869596256,2.4778412274856882,1.437883935458656,2.3890498017701436,2.6923220253030227,2.2908269719227534,1.6822348217551468,2.89941912209036
DrugBank,10,8,2,10.0,6,0.580906148867314,0.5748381877022654,0.5703883495145631,0.5837378640776699,0.5780744336569579,0.577588996763754,0.5711232770110548,0.5840547165164531,0.6216341471078015,0.621122919743195,0.6197620468993831,0.6244534252888009,0.6211510667043705,0.6216247211487103,0.619478817835658,0.6237706244617626,0.9122822007154264,1.0415122277478144,0.721611734088204,1.076287329787338,1.1576633311915148,0.9818713647060596,0.7704674034038895,1.1932753260082296
DrugBank,10,8,2,10.0,8,0.5813106796116505,0.5736245954692557,0.566747572815534,0.5829288025889967,0.5796925566343042,0.5768608414239481,0.5685920836841734,0.5851295991637229,0.6220033305055456,0.6218390308019397,0.6176562614551586,0.6241981388967439,0.6235114839601597,0.6218416491239095,0.6186830227110417,0.6250002755367773,0.18875016176694992,0.9483122184883629,0.3265909345669443,0.27053839004830654,0.7555201704087269,0.49794237505585814,0.08339902333074867,0.9124857267809676
DrugBank,10,8,2,10.0,10,0.5865695792880259,0.5724110032362459,0.5716019417475728,0.5711974110032363,0.5780744336569579,0.5759708737864078,0.5678452355343008,0.5840965120385148,0.6249299598873075,0.6174847613661356,0.6218462311873566,0.6178722730176684,0.6207033336475319,0.6205673118212001,0.616767932271116,0.6243666913712841,0.8028157738524502,0.5584461895064825,0.4230747939567563,0.2041672065059781,0.21352774684568354,0.44040634213347013,0.12822153435638362,0.7525911499105566
DrugBank,10,8,2,10.0,15,0.5813106796116505,0.5744336569579288,0.5699838187702265,0.5760517799352751,0.5720064724919094,0.574757281553398,0.5693778382880824,0.5801367248187136,0.622031477466721,0.6181203590243085,0.6210345513767137,0.6192540924372388,0.620724934803783,0.6202330830217531,0.6183154740171856,0.6221506920263206,0.3460246554103077,0.4778617042362186,0.3020613602872527,0.18100850617073813,0.4213974531220239,0.34567073584530816,0.20379392830568402,0.48754754338493234
DrugBank,10,8,2,10.0,20,0.5792880258899676,0.580906148867314,0.5772653721682848,0.5756472491909385,0.5744336569579288,0.5775080906148868,0.5742412660974865,0.5807749151322872,0.622325384107833,0.622923670677936,0.620148249389931,0.6189457850252931,0.6204454289335051,0.6209577036268996,0.6189268109577151,0.6229885962960842,0.19108475658546575,0.2803008969480188,0.169159523170245,0.20390082032409637,0.2686734966060621,0.22262389872677762,0.1616339489779072,0.2836138484756481
DrugBank,10,8,2,10.0,25,0.5764563106796117,0.573220064724919,0.5780744336569579,0.5724110032362459,0.5728155339805825,0.5745954692556634,0.5714667147689739,0.5777242237423529,0.6208329405850379,0.6207845016285962,0.620632638954347,0.6198294686901058,0.6207242802232904,0.6205607660162754,0.6200447522783974,0.6210767797541534,0.19683352837009174,0.24550008818836339,0.22605807034655728,0.11834706351546996,0.1900071757390744,0.19534918523191136,0.13509899651735932,0.2555993739464634
DrugBank,10,8,2,10.0,30,0.5736245954692557,0.5752427184466019,0.5772653721682848,0.5764563106796117,0.5748381877022654,0.575485436893204,0.5737238333371096,0.5772470404492983,0.6202529822687236,0.621728406698715,0.620034352384244,0.6211635037337271,0.6230945161864664,0.6212547522543752,0.6197201131792739,0.6227893913294765,0.173675778167101,0.1512752279391004,0.25251214527217186,0.18870804167275937,0.12444689497574234,0.17812361760537498,0.11835747520942683,0.23788976000132314
DrugBank,10,8,2,10.0,35,0.5817152103559871,0.5707928802588996,0.5800970873786407,0.5748381877022654,0.5768608414239482,0.5768608414239482,0.5714860902164511,0.5822355926314453,0.6224569547868163,0.619698552591615,0.6216413474932186,0.6207773012431792,0.620774028340717,0.6210696368911093,0.6197816205968502,0.6223576531853684,0.12005340213366458,0.13394405793787673,0.08577065000449426,0.21002069794574008,0.4406562383594853,0.1980890092762522,0.020525879941975023,0.3756521386105294
DrugBank,10,8,2,10.0,40,0.580906148867314,0.5720064724919094,0.5728155339805825,0.5744336569579288,0.5720064724919094,0.5744336569579287,0.5697755994259976,0.5790917144898597,0.6211320838700894,0.6210149139619401,0.620259528073648,0.6202870204543312,0.6203812800452445,0.6206149652810506,0.6200896875522085,0.6211402430098928,0.14074074324114016,0.10148736292313529,0.40028352825287283,0.18053157414207952,0.10942150084426008,0.1864929418806976,0.033157276362818566,0.3398286073985766
DrugBank,10,8,2,10.0,45,0.5756472491909385,0.5792880258899676,0.5752427184466019,0.5796925566343042,0.5748381877022654,0.5769417475728156,0.5740258613558293,0.5798576337898018,0.6205292152365391,0.6206850053937433,0.6205442705878657,0.6215195955216221,0.6205763450319959,0.6207708863543532,0.6202457245268793,0.621296048181827,0.1047802256026135,0.13457970120540322,0.07509211083890609,0.1544857430482027,0.16837099917349246,0.12746175597372358,0.08054246748088911,0.17438104446655806
