dataset,g,k,m,C,iters,acc sample 1,acc sample 2,acc sample 3,acc sample 4,acc sample 5,mean acc,lower acc,upper acc,auc sample 1,auc sample 2,auc sample 3,auc sample 4,auc sample 5,mean auc,lower auc,upper auc,stdev sample 1,stdev sample 2,stdev sample 3,stdev sample 4,stdev sample 5,mean stdev,lower stdev,upper stdev
ZZZ3,10,6,4,0.1,35,0.9169675090252708,0.9160649819494585,0.9160649819494585,0.9151624548736462,0.9142599277978339,0.9157039711191336,0.9144262502012795,0.9169816920369877,0.9628106713237499,0.962100379256865,0.9630811036244447,0.9622893560453024,0.9629800987892452,0.9626523218079214,0.9621136804057541,0.9631909632100887,0.3813032608756781,0.3415427090604791,0.23570813662160636,0.2899033570726393,0.2530634141446075,0.3003041755550021,0.22484311668622756,0.37576523442377663
ZZZ3,10,6,4,0.1,40,0.9133574007220217,0.9151624548736462,0.9142599277978339,0.9160649819494585,0.9160649819494585,0.9149819494584838,0.9135208196888911,0.9164430792280764,0.9619146606889181,0.9623089053682441,0.962494623936191,0.9626640514016863,0.9637620717069166,0.9626288626203913,0.9617695364551142,0.9634881887856683,0.1991321378867764,0.329835601760885,0.2411925851570051,0.24692426315007032,0.20868140197863996,0.24515319798667537,0.18111997490810433,0.3091864210652464
ZZZ3,10,6,4,0.1,45,0.9160649819494585,0.9160649819494585,0.9142599277978339,0.9151624548736462,0.9142599277978339,0.9151624548736462,0.914041819496206,0.9162830902510865,0.9627096664885506,0.9621557690052003,0.9629931316712064,0.9635405127135764,0.9625565301255067,0.9627911220008081,0.9621496081145261,0.96343263588709,0.23306132065494645,0.30560445285939014,0.23877396990174138,0.1967246188028565,0.19964315586307319,0.23476150361640152,0.18022072551923102,0.28930228171357203
ZZZ3,10,6,4,0.1,50,0.9151624548736462,0.9115523465703971,0.9169675090252708,0.9106498194945848,0.9133574007220217,0.9135379061371841,0.9103288947749109,0.9167469174994574,0.9627455069139439,0.9621264450207874,0.9630582960810123,0.96270315004757,0.9621720601076517,0.9625610916341932,0.9620637803790331,0.9630584028893534,0.17618942686437378,0.17610694821665066,0.3163492994773382,0.25436694033581064,0.29817566317488664,0.244237655613812,0.16214602147489932,0.3263292897527247
ZZZ3,10,6,4,0.1,70,0.9133574007220217,0.9151624548736462,0.9133574007220217,0.9151624548736462,0.9160649819494585,0.9146209386281589,0.9131174484989903,0.9161244287573274,0.9623936191009916,0.9630941365064056,0.9628823521745364,0.9625565301255067,0.9626542767402155,0.9627161829295312,0.9623739755437247,0.9630583903153377,0.20831939442246028,0.1541202382388917,0.13855262140614044,0.15130654217105793,0.15463672992445254,0.1613871052326006,0.12781595661567838,0.19495825384952284
ZZZ3,10,6,4,0.1,90,0.9160649819494585,0.9169675090252708,0.9169675090252708,0.9160649819494585,0.9133574007220217,0.915884476534296,0.9140430847094091,0.917725868359183,0.963042004978561,0.9627161829295312,0.9626803425041379,0.9628399953081624,0.9628074131032595,0.9628171877647305,0.9626414943823574,0.9629928811471036,0.09927072624238266,0.18429479986151992,0.11593573842809912,0.09655971793019626,0.11676442005263996,0.12256508050296758,0.07819813096074821,0.16693203004518695
ZZZ3,10,6,4,0.1,110,0.9142599277978339,0.9142599277978339,0.9160649819494585,0.9142599277978339,0.9151624548736462,0.9148014440433213,0.9137991172905423,0.9158037707961003,0.9627715726778664,0.9626249527558028,0.9627194411500216,0.9629116761589489,0.9627357322524731,0.9627526749990226,0.9626234240867925,0.9628819259112528,0.069294457861983,0.09209096107325636,0.0994918027551762,0.1094297407599752,0.0799434979975655,0.09005009208959125,0.07039978910395733,0.10970039507522517
ZZZ3,10,6,4,0.1,130,0.9142599277978339,0.9151624548736462,0.9160649819494585,0.9160649819494585,0.9151624548736462,0.9153429602888087,0.9144053694641845,0.9162805511134329,0.9624718163927589,0.9628758357335558,0.962800896662279,0.9627096664885506,0.9628171877647305,0.9627350806083749,0.9625379341699442,0.9629322270468056,0.10943843896529741,0.08900881953909283,0.1462581921077926,0.06126818603620941,0.062286827637614214,0.0936520928572013,0.04944350247025264,0.13786068324414996
ZZZ3,10,6,4,0.1,150,0.9133574007220217,0.9160649819494585,0.9160649819494585,0.9142599277978339,0.9151624548736462,0.9149819494584838,0.9135208196888911,0.9164430792280764,0.9625858541099193,0.9627064082680603,0.9629703241277744,0.962735732252473,0.9626575349607059,0.9627311707437866,0.9625508433793929,0.9629114981081802,0.07935319418471438,0.10616479231536755,0.11725956274677914,0.07350502030066706,0.08158446006217224,0.09157340592194008,0.06794696425526725,0.1151998475886129
ZZZ3,10,6,4,0.1,170,0.9151624548736462,0.9142599277978339,0.9151624548736462,0.9151624548736462,0.9151624548736462,0.9149819494584838,0.9144807860820943,0.9154831128348733,0.9629703241277744,0.9627324740319827,0.9629214508204199,0.9628530281901237,0.9626640514016865,0.9628282657143975,0.9626692313557255,0.9629873000730695,0.0633769905506163,0.06290201781012915,0.07985778174003004,0.051527419568884694,0.06554046471911697,0.06464093487775543,0.05208619434881531,0.07719567540669556
ZZZ3,10,6,4,0.1,190,0.9151624548736462,0.9151624548736462,0.9151624548736462,0.9151624548736462,0.9151624548736462,0.9151624548736462,0.9151624548736462,0.9151624548736462,0.9627552815754148,0.9628204459852209,0.9628660610720848,0.9626542767402155,0.9630224556556192,0.9628237042057111,0.9626540293536147,0.9629933790578075,0.07401857915836721,0.04051876290469058,0.05733071396216115,0.08602237784132169,0.05737843652868356,0.06305377407904485,0.041363950071697984,0.0847435980863917
ZZZ3,10,6,4,0.1,210,0.9151624548736462,0.9151624548736462,0.9151624548736462,0.9151624548736462,0.9151624548736462,0.9151624548736462,0.9151624548736462,0.9151624548736462,0.9628497699696335,0.962856286410614,0.9628497699696335,0.9628530281901237,0.9628530281901237,0.9628523765460258,0.9628489917416048,0.9628557613504469,0.0583893787863136,0.0385845583255375,0.048714969917567755,0.03993800355468663,0.06330472191961273,0.04978632650074364,0.03617924686655506,0.06339340613493222
