dataset,g,k,m,C,iters,acc sample 1,acc sample 2,acc sample 3,acc sample 4,acc sample 5,mean acc,lower acc,upper acc,auc sample 1,auc sample 2,auc sample 3,auc sample 4,auc sample 5,mean auc,lower auc,upper auc,stdev sample 1,stdev sample 2,stdev sample 3,stdev sample 4,stdev sample 5,mean stdev,lower stdev,upper stdev
3.25,15,6,9,100.0,1,0.9895330112721417,0.9895330112721417,0.9895330112721417,0.9895330112721417,0.9895330112721417,0.9895330112721418,0.9895330112721417,0.9895330112721419,0.5549073185141423,0.47869433572114317,0.7771951849937228,0.6286094084631859,0.6994313566206337,0.6277675208625656,0.48217419088123337,0.7733608508438978,3162.2775020544923,3162.2775020544923,3162.2775020544923,3162.2775020544923,3162.2775020544923,3162.2775020544923,3162.2775020544923,3162.2775020544923
3.25,15,6,9,100.0,2,0.9895330112721417,0.9895330112721417,0.9895330112721417,0.9895330112721417,0.9895330112721417,0.9895330112721418,0.9895330112721417,0.9895330112721419,0.6828890037663392,0.8268222435566059,0.673805479654383,0.6614725648031903,0.6210028801417916,0.693198434384462,0.5959110247842566,0.7904858439846675,0.23375861462150674,0.36483441056810567,0.3585365401445318,0.26055046283350924,0.3909138862711624,0.32171878288776323,0.23506651048337535,0.4083710552921511
3.25,15,6,9,100.0,4,0.9895330112721417,0.9895330112721417,0.9895330112721417,0.9895330112721417,0.9895330112721417,0.9895330112721418,0.9895330112721417,0.9895330112721419,0.5918322132781921,0.7709179528838342,0.759545085296507,0.8781478472786353,0.7282327745365925,0.7457351746547521,0.6179727498377282,0.8734975994717761,0.09807089791202354,0.10646872668357561,0.14118654251121202,0.12644756965165468,0.11012028526202415,0.11645880440409799,0.09504837938118521,0.13786922942701077
3.25,15,6,9,100.0,6,0.9895330112721417,0.9895330112721417,0.9895330112721417,0.9895330112721417,0.9895330112721417,0.9895330112721418,0.9895330112721417,0.9895330112721419,0.8850158777047485,0.8369396647219556,0.6883538881914186,0.8352411195628092,0.738867144228639,0.7968835388819142,0.6968010812765671,0.8969659964872613,0.07651575730888094,0.1558250295648609,0.06886363084454952,0.0757767076552472,0.09700991597085293,0.0947982082688783,0.050471358401474514,0.1391250581362821
3.25,15,6,9,100.0,8,0.9895330112721417,0.9895330112721417,0.9895330112721417,0.9895330112721417,0.9895330112721417,0.9895330112721418,0.9895330112721417,0.9895330112721419,0.7210693449523669,0.7278635255889521,0.8149324274425818,0.7716564507791154,0.8596115501070821,0.7790266597740196,0.7060579390495897,0.8519953804984496,0.05740043394576201,0.04103514059928309,0.04472211486966543,0.04814114320006856,0.06152303641871695,0.0505643738066992,0.039853729381034264,0.06127501823236414
3.25,15,6,9,100.0,10,0.9895330112721417,0.9895330112721417,0.9895330112721417,0.9895330112721417,0.9895330112721417,0.9895330112721418,0.9895330112721417,0.9895330112721419,0.8435861457794845,0.8949855992910419,0.7789675799423971,0.8961671959234916,0.830588582822539,0.8488590207517909,0.7879916741662802,0.9097263673373015,0.03360331665016582,0.046500079804569806,0.04418717597682729,0.04606845375084557,0.03731205529699485,0.041534216295880666,0.034374886838863826,0.048693545752897506
3.25,15,6,9,100.0,15,0.9895330112721417,0.9895330112721417,0.9895330112721417,0.9895330112721417,0.9895330112721417,0.9895330112721418,0.9895330112721417,0.9895330112721419,0.8391551584077985,0.7348792555941216,0.9189867808876744,0.8604977475814194,0.8226866553430323,0.8352411195628093,0.752187183100286,0.9182950560253327,0.03283872486981533,0.031028236018886633,0.03198370023077475,0.028809008484859733,0.025508955664958605,0.03003372505385901,0.026380143354583573,0.03368730675313445
3.25,15,6,9,100.0,20,0.9895330112721417,0.9895330112721417,0.9895330112721417,0.9895330112721417,0.9895330112721417,0.9895330112721418,0.9895330112721417,0.9895330112721419,0.8489771804150358,0.9605642123919947,0.8287423380843364,0.8746769071708145,0.912783398567314,0.8851488073258992,0.8198849495946309,0.9504126650571675,0.025027150817225133,0.015558162627552793,0.018021904407360644,0.0204494545479321,0.02308289242703387,0.02042791296542091,0.015711807548652295,0.025144018382189524
3.25,15,6,9,100.0,25,0.9895330112721417,0.9895330112721417,0.9895330112721417,0.9895330112721417,0.9895330112721417,0.9895330112721418,0.9895330112721417,0.9895330112721419,0.8789601949634444,0.9239347167860571,0.9565763237574773,0.8658149324274426,0.8875267705487039,0.902562587696625,0.856487857645935,0.948637317747315,0.02098364908700141,0.020266464141701343,0.015243984698868052,0.029051226251981633,0.019760600807323333,0.021061184997375155,0.014852564194014806,0.027269805800735503
3.25,15,6,9,100.0,30,0.9895330112721417,0.9895330112721417,0.9895330112721417,0.9895330112721417,0.9895330112721417,0.9895330112721418,0.9895330112721417,0.9895330112721419,0.9497821431208922,0.8877483199172882,0.8901853629717156,0.8311793811387639,0.9126356989882578,0.8943061812273836,0.8406893917320981,0.9479229707226691,0.012387033444085918,0.01534728702199123,0.0152979791368885,0.027658268951996287,0.012481610627826293,0.016634435836557646,0.008775228701160398,0.024493642971954895
3.25,15,6,9,100.0,35,0.9895330112721417,0.9895330112721417,0.9895330112721417,0.9895330112721417,0.9895330112721417,0.9895330112721418,0.9895330112721417,0.9895330112721419,0.8379735617753489,0.898678088767447,0.9137434458311794,0.949043645225611,0.9406986190089358,0.9080274721217044,0.8532766927882249,0.9627782514551839,0.011776740438247519,0.012073539240953578,0.012759060545105576,0.011313329114421377,0.00986373063790979,0.011557279995327569,0.010213270562993827,0.01290128942766131
3.25,15,6,9,100.0,40,0.9895330112721417,0.9895330112721417,0.9895330112721417,0.9895330112721417,0.9895330112721417,0.9895330112721418,0.9895330112721417,0.9895330112721419,0.9316889446865076,0.9402555202717673,0.9005981832951776,0.9125618491987297,0.9134480466730669,0.9197105088250499,0.8998712282831772,0.9395497893669226,0.01400286447018061,0.00892007911006286,0.007944066858088792,0.00932409131376104,0.012302141019745682,0.010498648554367798,0.007337310803947368,0.013659986304788227
3.25,15,6,9,100.0,45,0.9895330112721417,0.9895330112721417,0.9895330112721417,0.9895330112721417,0.9895330112721417,0.9895330112721418,0.9895330112721417,0.9895330112721419,0.9506683405952293,0.9536223321763533,0.9174359353075844,0.8734214607488369,0.9115279521453363,0.9213352041946681,0.8805771941895434,0.9620932141997928,0.01066470082726315,0.010876809430654808,0.008834477059972127,0.01176905214335817,0.009588465601599781,0.010346701012569607,0.008921899855446828,0.011771502169692385
3.25,15,6,9,100.0,50,0.9895330112721417,0.9895330112721417,0.9895330112721417,0.9895330112721417,0.9895330112721417,0.9895330112721418,0.9895330112721417,0.9895330112721419,0.9478620485931615,0.9282180045786869,0.8698028210619599,0.9172882357285281,0.8541466656820029,0.9034635551288679,0.8540290635300056,0.9528980467277302,0.01241319190445452,0.010117267910516245,0.007051931656471286,0.009632337308530274,0.006922379138061214,0.009227421583606708,0.006372209019129712,0.012082634148083703
3.25,15,6,9,100.0,70,0.9895330112721417,0.9895330112721417,0.9895330112721417,0.9895330112721417,0.9895330112721417,0.9895330112721418,0.9895330112721417,0.9895330112721419,0.9264456096300127,0.9528838342810724,0.9384092755335647,0.9448342072225094,0.9317627944760357,0.9388671442286391,0.925888200383037,0.9518460880742413,0.009626120198402529,0.0053015165344868125,0.004931092703599533,0.004756234191509423,0.006101242307391001,0.006143241187077859,0.0036418349571975157,0.008644647416958202
3.25,15,6,9,100.0,90,0.9895330112721417,0.9895330112721417,0.9895330112721417,0.9895330112721417,0.9895330112721417,0.9895330112721418,0.9895330112721417,0.9895330112721419,0.9369322797430027,0.9360460822686656,0.9226792703640794,0.9485266966989144,0.9459419540654309,0.9380252566280186,0.9253998267505826,0.9506506865054546,0.005395398956964969,0.00654449405528431,0.005022407294332351,0.0036674668800559325,0.0044750230869909985,0.005020958054725712,0.0036906737914238503,0.006351242318027573
3.25,15,6,9,100.0,110,0.9895330112721417,0.9895330112721417,0.9895330112721417,0.9895330112721417,0.9895330112721417,0.9895330112721418,0.9895330112721417,0.9895330112721419,0.9530315338601284,0.9685399896610295,0.9522930359648476,0.9579794697585111,0.9455727051177905,0.9554833468724613,0.9448906203899723,0.9660760733549503,0.00363963212764497,0.003992486232157452,0.004556622857140653,0.0030961188823745126,0.004035059125898801,0.0038639838450432776,0.003193750137458551,0.004534217552628004
3.25,15,6,9,100.0,130,0.9895330112721417,0.9895330112721417,0.9895330112721417,0.9895330112721417,0.9895330112721417,0.9895330112721418,0.9895330112721417,0.9895330112721419,0.9345690864781034,0.9333136400561258,0.9387046746916772,0.9483789971198582,0.9532530832287127,0.9416438963148954,0.9307444495942783,0.9525433430355126,0.0022858333673087755,0.002319776425322089,0.002499150858821323,0.0024868687306570628,0.0036172861219069385,0.0026417831008032377,0.0019542730962073137,0.0033292931053991617
3.25,15,6,9,100.0,150,0.9895330112721417,0.9895330112721417,0.9895330112721417,0.9895330112721417,0.9895330112721417,0.9895330112721418,0.9895330112721417,0.9895330112721419,0.9559855254412525,0.9278487556310464,0.9296950003692489,0.9504467912266449,0.9303596484750019,0.9388671442286389,0.9223824729022047,0.9553518155550732,0.0021356415798266196,0.0024286784855996058,0.002428407154552886,0.0024248166579750536,0.002027950926131025,0.0022890989608170377,0.0020494095839720407,0.0025287883376620347
3.25,15,6,9,100.0,170,0.9895330112721417,0.9895330112721417,0.9895330112721417,0.9895330112721417,0.9895330112721417,0.9895330112721418,0.9895330112721417,0.9895330112721419,0.9056938187726166,0.9180267336238093,0.9387785244812052,0.9713462816630973,0.9427664131157226,0.9353223543312902,0.904020653364836,0.9666240552977444,0.001892272993647963,0.002072352223321597,0.0030401420578447997,0.0018972459527714688,0.0020732693755394073,0.002195056520625047,0.0015981443854715012,0.0027919686557785926
3.25,15,6,9,100.0,190,0.9895330112721417,0.9895330112721417,0.9895330112721417,0.9895330112721417,0.9895330112721417,0.9895330112721418,0.9895330112721417,0.9895330112721419,0.9570194224946459,0.9533269330182409,0.9258548113137878,0.9598995642862417,0.9466066021711839,0.94854146665682,0.9316278011000783,0.9654551322135618,0.001984949136116789,0.001918628533293429,0.0023463728247043584,0.0026782635366750713,0.0021534567672869117,0.0022163341596153118,0.0018354396677103418,0.0025972286515202818
3.25,15,6,9,100.0,210,0.9895330112721417,0.9895330112721417,0.9895330112721417,0.9895330112721417,0.9895330112721417,0.9895330112721418,0.9895330112721417,0.9895330112721419,0.9509637397533416,0.9415848164832731,0.950446791226645,0.9448342072225094,0.9521453363857914,0.9479949782143121,0.9423344660121499,0.9536554904164743,0.0017226159551006074,0.002266135244592353,0.001649948854647366,0.002901357906956022,0.0017274329180400623,0.002053498175867282,0.0013898365226995193,0.002717159829035045
