dataset,g,k,m,C,iters,acc sample 1,acc sample 2,acc sample 3,acc sample 4,acc sample 5,mean acc,lower acc,upper acc,auc sample 1,auc sample 2,auc sample 3,auc sample 4,auc sample 5,mean auc,lower auc,upper auc,stdev sample 1,stdev sample 2,stdev sample 3,stdev sample 4,stdev sample 5,mean stdev,lower stdev,upper stdev
CC2-IEPA,5,2,3,0.001,1,0.6217870257037944,0.6217870257037944,0.6217870257037944,0.5642594859241126,0.5789473684210527,0.6017135862913097,0.5669806063589683,0.636446566223651,0.641735306868149,0.6369666191862264,0.641735306868149,0.7012602960302223,0.7134297392704527,0.6670254536446398,0.620949434333477,0.7131014729558026,3162.2775020544923,3162.2775020544923,3162.2775020544923,3162.2775020544923,3162.2775020544923,3162.2775020544923,3162.2775020544923,3162.2775020544923
CC2-IEPA,5,2,3,0.001,2,0.6340269277845777,0.6450428396572827,0.631578947368421,0.5924112607099143,0.6487148102815178,0.6303549571603427,0.6025383321446971,0.6581715821759884,0.6813649594351893,0.682653124419397,0.6804421874032328,0.7074967486220349,0.6990276831609586,0.6901969406081625,0.6748970699155181,0.7054968113008069,27.43948678842067,26.371351982840277,27.836927040447062,47.117643887380915,46.45843745353177,35.04476943052414,21.714252925968314,48.37528593507997
CC2-IEPA,5,2,3,0.001,4,0.631578947368421,0.5924112607099143,0.5960832313341493,0.6364749082007344,0.6328029375764994,0.6178702570379436,0.5909524737815501,0.6447880402943371,0.707208769430854,0.7138322908280176,0.7126772775128507,0.6815259800582151,0.7028735988109247,0.7036235833281724,0.6873404110097472,0.7199067556465977,34.415528123305755,16.28631763689347,22.060551109219976,8.836427857326289,6.494402982161491,17.618645541781397,3.6738548896088883,31.563436193953905
CC2-IEPA,5,2,3,0.001,6,0.6046511627906976,0.6303549571603427,0.6303549571603427,0.6034271725826194,0.6009791921664627,0.6139534883720931,0.595290434776144,0.6326165419680422,0.7143060630457669,0.7082244379760947,0.7089304514770547,0.7138106149749179,0.7100575958382361,0.7110658326624141,0.7075713237543488,0.7145603415704793,13.612847107596696,17.961802609976175,9.389267249819925,13.570075623975598,10.806792697789598,13.068157057831598,8.99026068071051,17.146053434952687
CC2-IEPA,5,2,3,0.001,8,0.627906976744186,0.627906976744186,0.6193390452876377,0.6291309669522643,0.6034271725826194,0.6215422276621787,0.6080597596471065,0.635024695677251,0.7102867405710039,0.7102867405710039,0.7109494023657645,0.7092896513284201,0.7102186164612622,0.7102062302594909,0.7094702002247176,0.7109422602942642,11.403127423697953,11.066594040829834,14.642214293036012,14.68208680845499,7.885933778471881,11.935991268898134,8.40720463923264,15.464777898563627
CC2-IEPA,5,2,3,0.001,10,0.6070991432068543,0.6070991432068543,0.6070991432068543,0.6070991432068543,0.6070991432068543,0.6070991432068543,0.6070991432068543,0.6070991432068543,0.7110732643834767,0.7110732643834767,0.7110732643834767,0.7110732643834767,0.7110732643834767,0.7110732643834767,0.7110732643834767,0.7110732643834767,12.140097615305223,12.140097615305223,12.140097615305223,7.872074166212119,8.308534528970949,10.520180308219746,7.759310362342626,13.281050254096867
